15d.jpg;Takhle vypadá naše chata.
pict0013.jpg;Hra maršál a špión.
pict0018.jpg;Součástí soustředění byly mimo jiné i přednášky.
pict0034.jpg;Přednáší pan Ouhrabka.
pict0021.jpg;Hlavně se vzájemně neztratit.
pict0031.jpg;Volejbal.
11b.jpg;Vyrážíme na výlet.
12b.jpg;Zastávka na Černé hoře.
13a.jpg;Před rozhlednou.
12c.jpg;Na návštěvníky Krkonoš čekají mnohá nebezpečenství. Naštěstí jsou včas varováni.
13c.jpg;Účastníci se ale nebojí. Spíš naopak.
8a.jpg;"Experiment s obrázkem ""učitele národů""."
17b.jpg;Několik dalších experimentů.
18b.jpg;Na farmě.
26b.jpg;Kdesi mezi farmou a Černou horou.
26d.jpg;Rašeliniště u Černé hory.
29c.jpg;Na Luční louce jsme potkali sníh.
27c.jpg;Dva neúspěšné pokusy se utopit v rašelině.
19a.jpg;Na vrcholu Sněžky.
8c.jpg;Pro ty, kterým je horko, je u chaty bazén.
8d.jpg;Plavat v proudu je daleko zábavnější.
9d.jpg;Pokus utopit Honzu.
19c.jpg;Elektrikárik.
20a.jpg;Na chatě mají podlahy, ze kterých se dá i jíst.
22a.jpg;Hra maso.
22c.jpg;Jeden zdařilejší pokus.
1.jpg;Taborák. Dopékají se poslední špekáčky.
3.jpg;Nechybí hudba ani zpěv.
