tana3.jpg;Vrchol Sněžky.
tana1.jpg;Návrat z výletu na sněžku
tana8.jpg;"Oblíbená hra ""maso""."
tana2.jpg;"A takto to dopadlo po pokusu nešikovné organizátorky&nbsp;..."
tana9.jpg;"Výlet na Černou Horu&nbsp;-- vyhlídka na rašeliništní louku."
tana4.jpg;"Hra ""evoluce""."
tana11.jpg;Ještě jednou rašeliniště.
tana6.jpg;Experiment na vlastní pěst.
tana10.jpg;Nejlepší experimentátoři.
tana7.jpg;Drobné ceny pro účastníky.
tana12.jpg;"A toto jsou nejlepší fyzikové celého soustředění&nbsp;:-)"
tana5.jpg;Organizátoři Honza a Lenka.
